# Calculate animal product mass balances by GCAM region, commodity and year
# Adjusts global and regional net exports to remove net negative other uses
GCAM_region_ID,GCAM_commodity,year,Prod_Mt,NetExp_Mt,Supply_Mt,Food_Mt,OtherUses_Mt
1,Beef,1971,10.0720052,-0.8448741,10.9168793,10.9102226,0.0066567
1,Beef,1972,10.2375272,-0.8538245,11.0913517,11.0885642,0.0027875
1,Beef,1973,10.4712172,-0.8429079,11.3141251,11.3049816,0.0091435
1,Beef,1974,10.8680172,-0.8619047,11.7299219,11.7124672,0.0174547
1,Beef,1975,11.1621252,-0.8480492,12.0101744,11.994771,0.0154034
1,Beef,1976,11.455870000000001,-0.8613648,12.3172348,12.2971186,0.0201162
1,Beef,1977,11.297748,-0.9192759,12.2170239,12.1941878,0.0228361
1,Beef,1978,11.043294,-0.9381848,11.9814788,11.9621334,0.0193454
1,Beef,1979,10.680656,-0.9083212,11.5889772,11.579985,0.0089922
1,Beef,1980,10.396736,-0.9029754,11.2997114,11.2804166,0.0192948
1,Beef,1981,10.289598,-0.8607016,11.1502996,11.1337906,0.016509
1,Beef,1982,10.489998,-0.7823677,11.2723657,11.249263,0.0231027
1,Beef,1983,10.6894,-0.7611166,11.4505166,11.4268624,0.0236542
1,Beef,1984,10.8772,-0.7599698,11.6371698,11.6089526,0.0282172
1,Beef,1985,10.969,-0.7603229,11.7293229,11.7037012,0.0256217
1,Beef,1986,10.9956,-0.7751336,11.7707336,11.7411228,0.0296108
1,Beef,1987,10.9368,-0.7463168,11.6831168,11.656872,0.0262448
1,Beef,1988,10.8306,-0.7124988,11.5430988,11.5105324,0.0325664
1,Beef,1989,10.679,-0.685527,11.364527,11.3230258,0.0415012
1,Beef,1990,10.6246,-0.648905,11.273505,11.2251484,0.0483566
1,Beef,1991,10.5656,-0.5934506,11.1590506,11.095344,0.0637066
1,Beef,1992,10.6778,-0.5678252,11.2456252,11.169868,0.0757572
1,Beef,1993,10.9018,-0.4612237,11.3630237,11.2756288,0.0873949
1,Beef,1994,11.1448,-0.3695387,11.5143387,11.4360734,0.0782653
1,Beef,1995,11.3652,-0.2806754,11.6458754,11.5498664,0.096009
1,Beef,1996,11.609,-0.2190998,11.8280998,11.7567402,0.0713596
1,Beef,1997,11.7948,-0.2080388,12.0028388,11.9243908,0.078448
1,Beef,1998,11.9374,-0.2342642,12.1716642,12.0847936,0.0868706
1,Beef,1999,11.984,-0.2958498,12.2798498,12.1682914,0.1115584
1,Beef,2000,12.1266,-0.3448821,12.4714821,12.355264,0.1162181
1,Beef,2001,12.1738,-0.3505152,12.5243152,12.4108608,0.1134544
1,Beef,2002,11.976158,-0.59995,12.576108,12.4627348,0.1133732
1,Beef,2003,11.755762,-0.8437303,12.5994923,12.5063714,0.0931209
1,Beef,2004,11.731922,-0.9491917,12.6811137,12.5968854,0.0842283
1,Beef,2005,11.642396,-1.0300605,12.6724565,12.602177,0.0702795
1,Beef,2006,11.667194,-1.0515584,12.7187524,12.6254078,0.0933446
1,Beef,2007,11.818458,-0.8380714,12.6565294,12.5532698,0.10325960000000001
1,Beef,2008,11.988454,-0.5887102,12.5771642,12.4478438,0.1293204
1,Beef,2009,12.000094,-0.3641413,12.3642353,12.2164668,0.1477685
1,Beef,2010,11.96642,-0.2136853,12.1801053,12.0182774,0.1618279
1,Beef,2011,11.877622,-0.1444113,12.0220333,11.848917,0.1731163
1,Beef,2012,11.8432,-0.062305,11.905505,11.721,0.184505
1,Beef,2013,11.7778,-0.0389443,11.8167443,11.6264,0.1903443
1,Beef,2014,11.742,-0.0787904,11.8207904,11.6325,0.1882904
1,Beef,2015,11.719,-0.0776618,11.7966618,11.598,0.1986618
1,Dairy,1971,53.807477,-1.1946118,55.0020888,52.4270636,2.5750252
1,Dairy,1972,53.7339306,-1.7867394,55.52067,52.515156,3.005514
1,Dairy,1973,53.5663764,-1.7981981,55.3645745,52.47228,2.8922945
1,Dairy,1974,53.691144799999996,-2.1021029,55.7932477,52.7371492,3.0560985
1,Dairy,1975,53.9231026,-2.4064873,56.3295899,52.9167452,3.4128447
1,Dairy,1976,54.4668482,-1.9876805,56.4545287,53.1038692,3.3506595
1,Dairy,1977,55.1706094,-1.7371299,56.9077393,53.8017148,3.1060245
1,Dairy,1978,56.3635382,-1.893081,58.2566192,54.6113546,3.6452646
1,Dairy,1979,57.5271482,-1.8178299,59.3449781,55.1085598,4.2364183
1,Dairy,1980,58.7077348,-1.7561765,60.4639113,55.8415278,4.6223835
1,Dairy,1981,60.379773,-1.5908652,61.9706382,56.7955224,5.1751158
1,Dairy,1982,61.4881176,-1.301761,62.7898786,57.5963626,5.193516
1,Dairy,1983,62.8346216,-1.1401482,63.9747698,59.0100846,4.9646852
1,Dairy,1984,63.7716648,-0.908257,64.6799218,60.466928,4.2129938
1,Dairy,1985,64.4111972,-0.759057,65.1702542,62.0063696,3.1638846
1,Dairy,1986,64.8968322,-0.7613905,65.6582227,62.9194504,2.7387723
1,Dairy,1987,65.6822616,-0.9660255,66.6482871,63.7447684,2.9035187
1,Dairy,1988,66.1056016,-1.6409796,67.7465812,64.4309206,3.3156606
1,Dairy,1989,66.5358216,-2.2939667,68.8297883,65.0609128,3.7688755
1,Dairy,1990,67.30373,-2.7283622,70.0320922,65.6238444,4.4082478
1,Dairy,1991,67.82879,-3.0615092,70.8902992,66.3583572,4.531942
1,Dairy,1992,68.716451,-3.2630435,71.9794945,67.4557458,4.5237487
1,Dairy,1993,69.3987466,-2.8284753,72.2272219,68.3318404,3.8953815
1,Dairy,1994,69.954453,-2.8633153,72.8177683,68.9664154,3.8513529
1,Dairy,1995,70.405494,-2.7472488,73.1527428,69.3178536,3.8348892
1,Dairy,1996,71.0018892,-2.9371698,73.939059,69.9197756,4.0192834
1,Dairy,1997,71.8166762,-2.8912402,74.7079164,70.5066208,4.2012956
1,Dairy,1998,72.930368,-3.1075509,76.0379189,71.2022672,4.8356517
1,Dairy,1999,73.962272,-2.8805439,76.8428159,72.3369506,4.5058653
1,Dairy,2000,75.247826,-2.8882689,78.1360949,73.7427432,4.3933517
1,Dairy,2001,76.4307956,-2.7759153,79.2067109,75.0323464,4.1743645
1,Dairy,2002,77.1756948,-2.5764897,79.7521845,75.9282592,3.8239253
1,Dairy,2003,78.0308308,-2.1044721,80.1353029,76.696488,3.4388149
1,Dairy,2004,79.5446458,-1.5433207,81.0879665,77.022783,4.0651835
1,Dairy,2005,80.9713734,-1.1605127,82.1318861,77.431226,4.7006601
1,Dairy,2006,82.7855728,-0.1918835,82.9774563,77.645947,5.3315093
1,Dairy,2007,84.4843754,0.3017395,84.1826359,78.1707512,6.0118847
1,Dairy,2008,85.950992,1.1798424,84.7711496,78.5067068,6.2644428
1,Dairy,2009,87.2909466,2.0558334,85.2351132,78.9936534,6.2414598
1,Dairy,2010,88.687834,2.7402567,85.9475773,79.597051,6.3505263
1,Dairy,2011,89.7315898,3.2797419,86.4518479,80.4202896,6.0315583
1,Dairy,2012,90.8412,4.0845861,86.7566139,81.0094,5.7472139
1,Dairy,2013,91.63,4.3359739,87.2940261,81.609,5.6850261
1,Dairy,2014,92.08075,4.267904,87.812846,82.15825,5.654596
1,Dairy,2015,92.149,4.809296,87.339704,82.214,5.125704
1,OtherMeat_Fish,1971,8.9862014,-0.5113077,9.4975091,4.9342128,4.5632963
1,OtherMeat_Fish,1972,9.1735426,-0.2937994,9.467342,4.9884712,4.4788708
1,OtherMeat_Fish,1973,9.1676802,-0.2011422,9.3688224,4.941504,4.4273184
1,OtherMeat_Fish,1974,9.2201906,-0.1466647,9.3668553,4.9564616,4.4103937
1,OtherMeat_Fish,1975,9.3645442,0.1804764,9.1840678,4.9238322,4.2602356
1,OtherMeat_Fish,1976,9.6342622,0.2946514,9.3396108,4.9982512,4.3413596
1,OtherMeat_Fish,1977,9.8229132,0.3130004,9.5099128,5.0651328,4.44478
1,OtherMeat_Fish,1978,10.1746296,0.6163075,9.5583221,5.1845826,4.3737395
1,OtherMeat_Fish,1979,10.3756904,0.875742,9.4999484,5.3139444,4.186004
1,OtherMeat_Fish,1980,10.564927,0.9864502,9.5784768,5.3815858,4.196891
1,OtherMeat_Fish,1981,10.7942052,1.1437374,9.6504678,5.4819588,4.168509
1,OtherMeat_Fish,1982,11.1076458,1.2887924,9.8188534,5.6860108,4.1328426
1,OtherMeat_Fish,1983,11.333857,1.1143969,10.2194601,5.9163564,4.3031037
1,OtherMeat_Fish,1984,11.573346,1.0943718,10.4789742,6.0537996,4.4251746
1,OtherMeat_Fish,1985,11.9715674,1.146022,10.8255454,6.3097008,4.5158446
1,OtherMeat_Fish,1986,12.3007722,1.3263023,10.9744699,6.425038,4.5494319
1,OtherMeat_Fish,1987,12.4927084,1.3769485,11.1157599,6.5786278,4.5371321
1,OtherMeat_Fish,1988,12.6811016,1.5678665,11.1132351,6.6391738,4.4740613
1,OtherMeat_Fish,1989,12.8008574,1.6258455,11.1750119,6.7220166,4.4529953
1,OtherMeat_Fish,1990,12.8447634,1.7040916,11.1406718,6.8161152,4.3245566
1,OtherMeat_Fish,1991,12.9148556,1.3126655,11.6021901,7.0224594,4.5797307
1,OtherMeat_Fish,1992,13.0568184,1.2019682,11.8548502,7.1364878,4.7183624
1,OtherMeat_Fish,1993,13.1642646,1.2904505,11.8738141,7.1985398,4.6752743
1,OtherMeat_Fish,1994,13.2563646,1.3041634,11.9522012,7.228742,4.7234592
1,OtherMeat_Fish,1995,13.2756412,1.1330361,12.1426051,7.195343,4.9472621
1,OtherMeat_Fish,1996,13.2424012,1.259495,11.9829062,7.1948004,4.7881058
1,OtherMeat_Fish,1997,13.2126922,1.2602977,11.9523945,7.1750166,4.7773779
1,OtherMeat_Fish,1998,13.174358,1.0439979,12.1303601,7.2906776,4.8396825
1,OtherMeat_Fish,1999,13.243789,0.9584097,12.2853793,7.4167382,4.8686411
1,OtherMeat_Fish,2000,13.3393264,0.9742359,12.3650905,7.6386422,4.7264483
1,OtherMeat_Fish,2001,13.4169728,0.832714,12.5842588,7.8791846,4.7050742
1,OtherMeat_Fish,2002,13.4179342,0.6321163,12.7858179,8.1599454,4.6258725
1,OtherMeat_Fish,2003,13.4677224,0.3929304,13.074792,8.4223148,4.6524772
1,OtherMeat_Fish,2004,13.4760286,0.0775194,13.3985092,8.7771226,4.6213866
1,OtherMeat_Fish,2005,13.4646238,-0.1185579,13.5831817,8.9593316,4.6238501
1,OtherMeat_Fish,2006,13.5432804,-0.0897879,13.6330683,9.0161496,4.6169187
1,OtherMeat_Fish,2007,13.6176158,-0.0501768,13.6677926,9.029169,4.6386236
1,OtherMeat_Fish,2008,13.6344606,-0.0344226,13.6688832,8.8909092,4.777974
1,OtherMeat_Fish,2009,13.7828948,0.1047285,13.678166300000001,8.6440244,5.0341419
1,OtherMeat_Fish,2010,13.9082706,0.0635771,13.8446935,8.4737776,5.3709159
1,OtherMeat_Fish,2011,13.9618746,-0.121469,14.0833436,8.353442,5.7299016
1,OtherMeat_Fish,2012,14.0493002,-0.2292874,14.2785876,8.219,6.0595876
1,OtherMeat_Fish,2013,14.1951004,-0.295486,14.4905864,8.2292,6.2613864
1,OtherMeat_Fish,2014,14.2025005,-0.4136905,14.616191,8.269,6.347191
1,OtherMeat_Fish,2015,14.2295007,-0.4626307,14.6921313,8.296,6.3961313
1,Pork,1971,6.1263168,-0.1760947,6.3024115,6.297746,0.0046655
1,Pork,1972,6.2034272,-0.1867722,6.3901994,6.3789894,0.01121
1,Pork,1973,6.0289564,-0.1717478,6.2007042,6.1938464,0.0068578
1,Pork,1974,5.8142264,-0.138357,5.9525834,5.9466058,0.0059776
1,Pork,1975,5.7806544,-0.1022683,5.8829227,5.8679638,0.0149589
1,Pork,1976,5.8389012,-0.0917383,5.9306395,5.9023194,0.0283201
1,Pork,1977,5.9881392,-0.0623659,6.0505051,6.0212752,0.0292299
1,Pork,1978,6.451898,-0.0632056,6.5151036,6.4790532,0.0360504
1,Pork,1979,6.765776,-0.1060861,6.8718621,6.8074378,0.0644243
1,Pork,1980,6.85486,-0.1306503,6.9855103,6.920859,0.0646513
1,Pork,1981,7.018968,-0.1552674,7.1742354,7.1062756,0.0679598
1,Pork,1982,6.961088,-0.2064589,7.1675469,7.1050744,0.0624725
1,Pork,1983,6.79688,-0.2676055,7.0644855,7.012331,0.0521545
1,Pork,1984,6.632532,-0.3362713,6.9688033,6.908842,0.0599613
1,Pork,1985,6.6457,-0.3955665,7.0412665,6.9689884,0.0722781
1,Pork,1986,6.6894,-0.4348818,7.1242818,7.053972,0.0703098
1,Pork,1987,6.78008,-0.424882,7.204962,7.1429704,0.0619916
1,Pork,1988,6.8298,-0.398942,7.228742,7.1645466,0.0641954
1,Pork,1989,7.0055,-0.3575397,7.3630397,7.2821132,0.0809265
1,Pork,1990,7.2649,-0.2888388,7.5537388,7.4780462,0.0756926
1,Pork,1991,7.3923,-0.235934,7.628234,7.5624818,0.0657522
1,Pork,1992,7.5633,-0.1995368,7.7628368,7.678276,0.0845608
1,Pork,1993,7.7899,-0.1365979,7.9264979,7.842524,0.0839739
1,Pork,1994,7.8912,-0.0683542,7.9595542,7.8909448,0.0686094
1,Pork,1995,7.8948,-0.011251,7.906051,7.8433132,0.0627378
1,Pork,1996,8.0692,0.0568526,8.0123474,7.9646602,0.0476872
1,Pork,1997,8.2154,0.1009515,8.1144485,8.0914774,0.0229711
1,Pork,1998,8.3154,0.1340032,8.1813968,8.16642,0.0149768
1,Pork,1999,8.5008,0.1594407,8.3413593,8.328621,0.0127383
1,Pork,2000,8.7196,0.1700029,8.5495971,8.544824,0.0047731
1,Pork,2001,8.8062,0.1722233,8.6339767,8.619577,0.0143997
1,Pork,2002,8.915146,0.2170935,8.6980525,8.6669826,0.0310699
1,Pork,2003,9.072258,0.2884561,8.7838019,8.743493,0.0403089
1,Pork,2004,9.244136,0.3806104,8.8635256,8.8225324,0.0409932
1,Pork,2005,9.448608,0.4932019,8.9554061,8.9106754,0.0447307
1,Pork,2006,9.7572,0.7295892,9.0276108,8.9915238,0.036087
1,Pork,2007,9.984994,0.9068029,9.0781911,9.0587492,0.0194419
1,Pork,2008,10.145682,1.0687043,9.0769777,9.0452304,0.0317473
1,Pork,2009,10.301804,1.2718736,9.0299304,8.9696494,0.060281
1,Pork,2010,10.422332,1.4781938,8.9441382,8.865583,0.0785552
1,Pork,2011,10.40754,1.5335778,8.8739622,8.7843432,0.089619
1,Pork,2012,10.4242,1.6186392,8.8055608,8.7032,0.1023608
1,Pork,2013,10.492,1.6898505,8.8021495,8.7248,0.0773495
1,Pork,2014,10.53225,1.6959355,8.8363145,8.7955,0.0408145
1,Pork,2015,10.525,1.6562297,8.8687703,8.847,0.0217703
1,Poultry,1971,8.7166942,0.0718226,8.6448716,8.2142626,0.430609
1,Poultry,1972,8.7961108,0.0771693,8.7189415,8.2734954,0.4454461
1,Poultry,1973,8.7649924,0.0875873,8.6774051,8.2546696,0.4227355
1,Poultry,1974,8.8273666,0.11208,8.7152866,8.2842628,0.4310238
1,Poultry,1975,8.8703194,0.1374947,8.7328247,8.2943958,0.4384289
1,Poultry,1976,9.0532116,0.1701086,8.883103,8.4443676,0.4387354
1,Poultry,1977,9.3763054,0.2060836,9.1702218,8.7040938,0.466128
1,Poultry,1978,9.7904078,0.2613722,9.5290356,9.0199108,0.5091248
1,Poultry,1979,10.1734748,0.3160329,9.8574419,9.3213176,0.5361243
1,Poultry,1980,10.5404714,0.3408326,10.1996388,9.6434962,0.5561426
1,Poultry,1981,10.834326,0.3338154,10.5005106,9.9369668,0.5635438
1,Poultry,1982,11.0361638,0.315212,10.7209518,10.1564316,0.5645202
1,Poultry,1983,11.26121,0.2813315,10.9798785,10.4068246,0.5730539
1,Poultry,1984,11.502251,0.2443288,11.2579222,10.6857574,0.5721648
1,Poultry,1985,11.9201414,0.2508699,11.6692715,11.0694778,0.5997937
1,Poultry,1986,12.3862322,0.2907347,12.0954975,11.4722988,0.6231987
1,Poultry,1987,12.9220144,0.3480206,12.5739938,11.9264432,0.6475506
1,Poultry,1988,13.5328662,0.4247131,13.1081531,12.4333524,0.6748007
1,Poultry,1989,14.1714062,0.5116412,13.659765,12.9596356,0.7001294
1,Poultry,1990,14.7833996,0.604888,14.1785116,13.4487742,0.7297374
1,Poultry,1991,15.4346162,0.7244168,14.7101994,13.9330184,0.777181
1,Poultry,1992,16.1547256,0.9228525,15.2318731,14.4064332,0.8254399
1,Poultry,1993,16.845042,1.1910633,15.6539787,14.7694818,0.8844969
1,Poultry,1994,17.573331,1.4784532,16.0948778,15.1300866,0.9647912
1,Poultry,1995,18.2536886,1.778862,16.4748266,15.4475228,1.0273038
1,Poultry,1996,18.893958,2.0393499,16.8546081,15.774829,1.0797791
1,Poultry,1997,19.5566846,2.2102465,17.3464381,16.2276432,1.1187949
1,Poultry,1998,20.1906246,2.3432653,17.8473593,16.695054,1.1523053
1,Poultry,1999,20.7545246,2.4761332,18.2783914,17.1133244,1.165067
1,Poultry,2000,21.2830066,2.4868909,18.7961157,17.6091086,1.1870071
1,Poultry,2001,21.7924116,2.5386627,19.2537489,18.0845678,1.1691811
1,Poultry,2002,22.260273,2.5746076,19.6856654,18.518021,1.1676444
1,Poultry,2003,22.768773,2.5925123,20.1762607,19.0122062,1.1640545
1,Poultry,2004,23.251503,2.5917536,20.6597494,19.5070384,1.152711
1,Poultry,2005,23.7578256,2.7510103,21.0068153,19.853169,1.1536463
1,Poultry,2006,24.3078782,2.9847473,21.3231309,20.1081722,1.2149587
1,Poultry,2007,24.510198,3.1846582,21.3255398,20.0566198,1.26892
1,Poultry,2008,24.717918,3.2689963,21.4489217,20.098527,1.3503947
1,Poultry,2009,24.901708,3.3518992,21.5498088,20.1472824,1.4025264
1,Poultry,2010,25.0238314,3.3995669,21.6242645,20.1313102,1.4929543
1,Poultry,2011,25.1549878,3.3568108,21.798177,20.2424662,1.5557108
1,Poultry,2012,25.467,3.360699,22.106301,20.4948,1.611501
1,Poultry,2013,25.6404,3.4295467,22.2108533,20.5722,1.6386533
1,Poultry,2014,25.7425,3.4723003,22.2701997,20.566,1.7041997
1,Poultry,2015,25.862,3.4775313,22.3844687,20.673,1.7114687
1,SheepGoat,1971,0.2461178,-0.0343201,0.2804379,0.2801406,2.973e-4
1,SheepGoat,1972,0.2384066,-0.0273672,0.2657738,0.2657396,3.42e-5
1,SheepGoat,1973,0.2256154,-0.0222248,0.2478402,0.2478402,0
1,SheepGoat,1974,0.2089234,-0.0185708,0.2274942,0.2274124,8.18e-5
1,SheepGoat,1975,0.1915056,-0.0120327,0.2035383,0.203462,7.63e-5
1,SheepGoat,1976,0.1729084,-0.0117463,0.1846547,0.1843196,3.351e-4
1,SheepGoat,1977,0.157305,-0.0138174,0.1711224,0.170771,3.514e-4
1,SheepGoat,1978,0.1489586,-0.0146721,0.1636307,0.1633448,2.859e-4
1,SheepGoat,1979,0.1459642,-0.0144358,0.1604,0.1602404,1.596e-4
1,SheepGoat,1980,0.1472342,-0.0143216,0.1615558,0.161476,7.98e-5
1,SheepGoat,1981,0.1533124,-0.0127328,0.1660452,0.1659706,7.46e-5
1,SheepGoat,1982,0.161204,-0.010677,0.171881,0.171881,0
1,SheepGoat,1983,0.164756,-0.0105952,0.1753512,0.174832,5.192e-4
1,SheepGoat,1984,0.164754,-0.0118454,0.1765994,0.1764032,1.962e-4
1,SheepGoat,1985,0.160242,-0.0135179,0.1737599,0.1734202,3.397e-4
1,SheepGoat,1986,0.156532,-0.0156019,0.1721339,0.1720088,1.251e-4
1,SheepGoat,1987,0.15354,-0.0176528,0.1711928,0.170629,5.638e-4
1,SheepGoat,1988,0.15407,-0.017969,0.172039,0.1720154,2.36e-5
1,SheepGoat,1989,0.15634,-0.0170083,0.1733483,0.1730628,2.855e-4
1,SheepGoat,1990,0.15931,-0.0179592,0.1772692,0.1763914,8.778e-4
1,SheepGoat,1991,0.15949,-0.0184234,0.1779134,0.1765306,0.0013828
1,SheepGoat,1992,0.15595,-0.0187198,0.1746698,0.1727252,0.0019446
1,SheepGoat,1993,0.14906,-0.0209753,0.1700353,0.1678424,0.0021929
1,SheepGoat,1994,0.140442,-0.0241262,0.1645682,0.161777,0.0027912
1,SheepGoat,1995,0.132472,-0.0269091,0.1593811,0.155611,0.0037701
1,SheepGoat,1996,0.124672,-0.0325376,0.1572096,0.1534634,0.0037462
1,SheepGoat,1997,0.119232,-0.0382238,0.1574558,0.1543266,0.0031292
1,SheepGoat,1998,0.114412,-0.0442186,0.1586306,0.153665,0.0049656
1,SheepGoat,1999,0.11034,-0.0507716,0.1611116,0.1560666,0.005045
1,SheepGoat,2000,0.10694,-0.057906,0.164846,0.1609318,0.0039142
1,SheepGoat,2001,0.10256,-0.0629027,0.1654627,0.1603758,0.0050869
1,SheepGoat,2002,0.09775,-0.0685493,0.1662993,0.1594168,0.0068825
1,SheepGoat,2003,0.093494,-0.0711935,0.1646875,0.1573732,0.0073143
1,SheepGoat,2004,0.090036,-0.0749755,0.1650115,0.156303,0.0087085
1,SheepGoat,2005,0.086346,-0.0787686,0.1651146,0.1547886,0.010326
1,SheepGoat,2006,0.0842846,-0.0800579,0.1643425,0.1535984,0.0107441
1,SheepGoat,2007,0.08267,-0.0796657,0.1623357,0.150906,0.0114297
1,SheepGoat,2008,0.080906,-0.0783685,0.1592745,0.1491966,0.0100779
1,SheepGoat,2009,0.078124,-0.0745388,0.1526628,0.1433754,0.0092874
1,SheepGoat,2010,0.076214,-0.0696767,0.1458907,0.1369834,0.0089073
1,SheepGoat,2011,0.0744754,-0.068203,0.1426784,0.1344204,0.008258
1,SheepGoat,2012,0.073,-0.0680901,0.1410901,0.1338,0.0072901
1,SheepGoat,2013,0.0724,-0.0699811,0.1423811,0.1346,0.0077811
1,SheepGoat,2014,0.073,-0.0716076,0.1446076,0.13675,0.0078576
1,SheepGoat,2015,0.073,-0.0737987,0.1467987,0.139,0.0077987
2,Beef,1971,0.7184912,0.0314784,0.6870128,0.6866056,4.072e-4
2,Beef,1972,0.7231826,0.0355211,0.6876615,0.6870934,5.681e-4
2,Beef,1973,0.718726,0.0344444,0.6842816,0.6837328,5.488e-4
2,Beef,1974,0.7334514,0.0314039,0.7020475,0.7013524,6.951e-4
2,Beef,1975,0.7502256,0.0246103,0.7256153,0.7247804,8.349e-4
2,Beef,1976,0.780988,0.0151194,0.7658686,0.765016,8.526e-4
2,Beef,1977,0.8076888,0.0079557,0.7997331,0.7990706,6.625e-4
2,Beef,1978,0.8403932,0.0057517,0.8346415,0.8339852,6.563e-4
2,Beef,1979,0.8653052,0.0032204,0.8620848,0.8614732,6.116e-4
2,Beef,1980,0.8863744,0.0012156,0.8851588,0.8846538,5.05e-4
2,Beef,1981,0.8891386,0.0016543,0.8874843,0.8869876,4.967e-4
2,Beef,1982,0.8946308,0.0022194,0.8924114,0.8918994,5.12e-4
2,Beef,1983,0.9020136,0.001392,0.9006216,0.9001124,5.092e-4
2,Beef,1984,0.9214312,2.111e-4,0.9212201,0.9208394,3.807e-4
2,Beef,1985,0.9141416,-9.302e-4,0.9150718,0.9147302,3.416e-4
2,Beef,1986,0.911637,-0.0024539,0.9140909,0.9137844,3.065e-4
2,Beef,1987,0.9142052,-0.0048414,0.9190466,0.9188652,1.814e-4
2,Beef,1988,0.9157086,-0.0064571,0.9221657,0.9220702,9.55e-5
2,Beef,1989,0.9165112,-0.0065993,0.9231105,0.922984,1.265e-4
2,Beef,1990,0.9410706,-0.0070053,0.9480759,0.947925,1.509e-4
2,Beef,1991,0.9589714,-0.0071154,0.9660868,0.9658788,2.08e-4
2,Beef,1992,0.966947,-0.006866,0.973813,0.9735062,3.068e-4
2,Beef,1993,0.9738628,-0.0058125,0.9796753,0.9791004,5.749e-4
2,Beef,1994,0.9809476,-0.005282,0.9862296,0.9855698,6.598e-4
2,Beef,1995,0.9964402,-0.0046238,1.001064,1.0002968,7.672e-4
2,Beef,1996,1.0215684,-0.003882,1.0254504,1.0247512,6.992e-4
2,Beef,1997,1.0574008,-0.0036146,1.0610154,1.0603782,6.372e-4
2,Beef,1998,1.0924376,-0.0045124,1.09695,1.0965376,4.124e-4
2,Beef,1999,1.124204,-0.0048555,1.1290595,1.12874,3.195e-4
2,Beef,2000,1.1654806,-0.0054546,1.1709352,1.170721,2.142e-4
2,Beef,2001,1.2068548,-0.0067547,1.2136095,1.2134804,1.291e-4
2,Beef,2002,1.241031,-0.007646,1.248677,1.2486286,4.84e-5
2,Beef,2003,1.2937152,-0.0078851,1.3016003,1.301574,2.63e-5
2,Beef,2004,1.3521474,-0.0099773,1.3621247,1.362092,3.27e-5
2,Beef,2005,1.3950128,-0.0117161,1.4067289,1.4066894,3.95e-5
2,Beef,2006,1.4398548,-0.0123169,1.4521717,1.452119,5.27e-5
2,Beef,2007,1.49356,-0.0126863,1.5062463,1.5055576,6.887e-4
2,Beef,2008,1.5400324,-0.0120951,1.5521275,1.5510196,0.0011079
2,Beef,2009,1.574295,-0.009724,1.584019,1.5819026,0.0021164
2,Beef,2010,1.5848046,-0.0075147,1.5923193,1.5896026,0.0027167
2,Beef,2011,1.590676,-0.0051513,1.5958273,1.5922956,0.0035317
2,Beef,2012,1.586674,-0.0030717,1.5897457,1.585943,0.0038027
2,Beef,2013,1.570674,-0.0021404,1.5728144,1.568543,0.0042714
2,Beef,2014,1.552974,-0.0016454,1.5546194,1.550543,0.0040764
2,Beef,2015,1.559474,-5.315e-4,1.5600055,1.555543,0.0044625
2,Dairy,1971,3.6528628,-0.0978595,3.7507223,3.4894366,0.2612857
2,Dairy,1972,3.7059342,-0.0946112,3.8005454,3.5483616,0.2521838
2,Dairy,1973,3.7689388,-0.092808,3.8617468,3.6150392,0.2467076
2,Dairy,1974,3.8319862,-0.0938365,3.9258227,3.672955,0.2528677
2,Dairy,1975,3.920205,-0.1107375,4.0309425,3.777468,0.2534745
2,Dairy,1976,4.0917362,-0.1418611,4.2335973,3.9750232,0.2585741
2,Dairy,1977,4.3331142,-0.1618953,4.4950095,4.2320244,0.2629851
2,Dairy,1978,4.5835396,-0.2136765,4.7972161,4.5199812,0.2772349
2,Dairy,1979,4.8832914,-0.2765225,5.1598139,4.8733664,0.2864475
2,Dairy,1980,5.2120864,-0.3251455,5.5372319,5.2399464,0.2972855
2,Dairy,1981,5.5225246,-0.3654977,5.8880223,5.5783272,0.3096951
2,Dairy,1982,5.5887022,-0.431192,6.0198942,5.702224,0.3176702
2,Dairy,1983,5.7848096,-0.516581,6.3013906,5.9755674,0.3258232
2,Dairy,1984,6.0226878,-0.5841615,6.6068493,6.2711902,0.3356591
2,Dairy,1985,6.2182322,-0.5864661,6.8046983,6.453645,0.3510533
2,Dairy,1986,6.4423662,-0.596287,7.0386532,6.6749198,0.3637334
2,Dairy,1987,6.923831,-0.5448001,7.4686311,7.0858266,0.3828045
2,Dairy,1988,7.2742102,-0.4675808,7.741791,7.3433332,0.3984578
2,Dairy,1989,7.4963748,-0.3670485,7.8634233,7.452437,0.4109863
2,Dairy,1990,7.7117148,-0.3321931,8.0439079,7.6338916,0.4100163
2,Dairy,1991,7.8757004,-0.2806071,8.1563075,7.7497628,0.4065447
2,Dairy,1992,8.0300464,-0.2727662,8.3028126,7.8692888,0.4335238
2,Dairy,1993,8.2257416,-0.2411912,8.4669328,8.0081764,0.4587564
2,Dairy,1994,8.447208,-0.2274471,8.6746551,8.234487,0.4401681
2,Dairy,1995,8.6793404,-0.2291533,8.9084937,8.4789464,0.4295473
2,Dairy,1996,8.9219698,-0.2485563,9.1705261,8.7469756,0.4235505
2,Dairy,1997,9.2796134,-0.2619779,9.5415913,9.1314852,0.4101061
2,Dairy,1998,9.637693,-0.2735816,9.9112746,9.5147044,0.3965702
2,Dairy,1999,10.1460862,-0.2979986,10.4440848,10.013472,0.4306128
