# FAO production data is used to scale Net Exports (FAO Exports - FAO Imports) at the Region level
# such that Global Production equals Consumption (Production - Net Exports).
GCAM_region_ID,GCAM_commodity,year,Prod_bm3,NetExp_bm3,Cons_bm3
4,Forest,2012,0.09433007680000001,3.8850762341356704e-4,0.09394156917658644
4,Forest,2013,0.09536444220000001,6.062637395962273e-4,0.09475817846040378
4,Forest,2014,0.09592833,6.889848353843903e-4,0.09523934516461562
4,Forest,2015,0.09638970466666667,8.08000078953916e-4,0.09558170458771276
5,Forest,1971,0.153536805,0.007040292761241185,0.1464965122387588
5,Forest,1972,0.1550479938,0.006861966083269971,0.14818602771673003
5,Forest,1973,0.1566907438,0.006559519728987939,0.15013122407101206
5,Forest,1974,0.1587735224,0.0065040563236613,0.1522694660763387
5,Forest,1975,0.16091263520000001,0.006367191309543635,0.15454544389045638
5,Forest,1976,0.1631151908,0.006026441323747467,0.15708874947625254
5,Forest,1977,0.16631001480000002,0.00597931524985279,0.16033069955014723
5,Forest,1978,0.1698341592,0.006215645871733871,0.16361851332826613
5,Forest,1979,0.1734470576,0.005976880738471246,0.16747017686152876
5,Forest,1980,0.17697377220000002,0.005674543169109786,0.17129922903089023
5,Forest,1981,0.180794531,0.0053935253415546835,0.17540100565844532
5,Forest,1982,0.1848868162,0.005186583497028191,0.1797002327029718
5,Forest,1983,0.1886093208,0.004864082487324173,0.18374523831267583
5,Forest,1984,0.19231247680000002,0.0046597372913149415,0.18765273950868508
5,Forest,1985,0.1962634658,0.004481757489133736,0.19178170831086627
5,Forest,1986,0.1997323054,0.0044364410786048025,0.1952958643213952
5,Forest,1987,0.2031127164,0.004263632522474137,0.19884908387752587
5,Forest,1988,0.2072078132,0.0041897578060056395,0.20301805539399437
5,Forest,1989,0.2108408112,0.004140079888453774,0.20670073131154623
5,Forest,1990,0.21513452300000002,0.004081039739922077,0.21105348326007795
5,Forest,1991,0.2209938562,0.003952096233816815,0.2170417599661832
5,Forest,1992,0.22794571740000003,0.004035227207794367,0.22391049019220566
5,Forest,1993,0.23573696000000002,0.004107570288895218,0.2316293897111048
5,Forest,1994,0.24408783660000002,0.004446745489458226,0.2396410911105418
5,Forest,1995,0.25137696460000003,0.004976924097166241,0.2464000405028338
5,Forest,1996,0.2569183792,0.0051619121371142,0.2517564670628858
5,Forest,1997,0.26112565540000005,0.005127211227811401,0.25599844417218864
5,Forest,1998,0.26449227140000003,0.0053351177313952225,0.2591571536686048
5,Forest,1999,0.267569149,0.005326495230261852,0.26224265376973815
5,Forest,2000,0.2707572462,0.004932456819056519,0.2658247893809435
5,Forest,2001,0.274354719,0.004855429136280398,0.2694992898637196
5,Forest,2002,0.27821336,0.004702533282705645,0.2735108267172944
5,Forest,2003,0.2822969638,0.004422354633429659,0.27787460916657036
5,Forest,2004,0.2869261986,0.004236285341832069,0.28268991325816795
5,Forest,2005,0.2919485658,0.004387298437625919,0.2875612673623741
5,Forest,2006,0.2968759486,0.004424616777461365,0.29245133182253863
5,Forest,2007,0.3014853194,0.004255269923171212,0.2972300494768288
5,Forest,2008,0.3057958182,0.004163923957705984,0.30163189424229403
5,Forest,2009,0.3098642096,0.003962519205642667,0.30590169039435733
5,Forest,2010,0.3138693246,0.0036656136595568656,0.31020371094044313
5,Forest,2011,0.31814898340000003,0.0033752634504507495,0.3147737199495493
5,Forest,2012,0.3231099812,0.003630142550859694,0.3194798386491403
5,Forest,2013,0.3279918332,0.003963342377315049,0.324028490822685
5,Forest,2014,0.33048924150000003,0.004140499825083521,0.3263487416749165
5,Forest,2015,0.33314288533333336,0.0043356184647034834,0.3288072668686299
6,Forest,1971,0.023074510800000003,0.0017092854581810778,0.021365225341818925
6,Forest,1972,0.023230955400000003,0.0016764543239022739,0.02155450107609773
6,Forest,1973,0.0236251554,0.0014542443517301974,0.022170911048269803
6,Forest,1974,0.0241639332,0.0013032195274878741,0.022860713672512127
6,Forest,1975,0.0248789332,0.0011537874651609513,0.02372514573483905
6,Forest,1976,0.025109600000000003,9.774730110527728e-4,0.02413212698894723
6,Forest,1977,0.0255544,9.645600636012629e-4,0.02458983993639874
6,Forest,1978,0.026327800000000002,0.0010666971490991724,0.02526110285090083
6,Forest,1979,0.0270062,9.976928897831305e-4,0.02600850711021687
6,Forest,1980,0.0270798,8.974706069299759e-4,0.026182329393070025
6,Forest,1981,0.0270628,8.208078359771068e-4,0.026241992164022895
6,Forest,1982,0.0273292,6.622059685589855e-4,0.026666994031441016
6,Forest,1983,0.0274388978,5.321974586130415e-4,0.02690670034138696
6,Forest,1984,0.027633114,4.964028300784053e-4,0.027136711169921595
6,Forest,1985,0.028137268000000003,4.8655506850123903e-4,0.027650712931498764
6,Forest,1986,0.0289373546,5.429122554958636e-4,0.028394442344504136
6,Forest,1987,0.0297405674,7.91843691893012e-4,0.02894872370810699
6,Forest,1988,0.030732732000000002,0.0010457700321962367,0.029686961967803766
6,Forest,1989,0.0315780218,0.0016991355552470298,0.02987888624475297
6,Forest,1990,0.0327135382,0.00248473791573621,0.030228800284263793
6,Forest,1991,0.034133523000000006,0.003256987976196026,0.03087653502380398
6,Forest,1992,0.0358582094,0.003996301234889574,0.03186190816511043
6,Forest,1993,0.0372604468,0.004805795965076874,0.032454650834923125
6,Forest,1994,0.0385543192,0.005271804310688223,0.033282514889311776
6,Forest,1995,0.040292648800000004,0.005729056191955066,0.03456359260804494
6,Forest,1996,0.0415895774,0.005748477888488493,0.03584109951151151
6,Forest,1997,0.0428228782,0.006020202630404516,0.03680267556959548
6,Forest,1998,0.04472557840000001,0.006277907307377047,0.03844767109262296
6,Forest,1999,0.046931200000000006,0.006735824720325141,0.040195375279674865
6,Forest,2000,0.048560000000000006,0.007227835638649448,0.04133216436135056
6,Forest,2001,0.050461000000000006,0.00803348176289538,0.042427518237104625
6,Forest,2002,0.051733400000000006,0.007939506916769389,0.04379389308323062
6,Forest,2003,0.05184520000000001,0.007720632906819527,0.04412456709318048
6,Forest,2004,0.05173320000000001,0.007385431762768166,0.04434776823723184
6,Forest,2005,0.051902000000000004,0.006971222107529998,0.044930777892470006
6,Forest,2006,0.0518796,0.006728694166271573,0.045150905833728425
6,Forest,2007,0.051752400000000004,0.007430565595965159,0.044321834404034845
6,Forest,2008,0.052529400000000004,0.008686137366297676,0.04384326263370233
6,Forest,2009,0.053794800000000004,0.0102877960357265,0.043507003964273504
6,Forest,2010,0.05439480000000001,0.011900053772338319,0.04249474622766169
6,Forest,2011,0.0552638,0.01409226398499809,0.04117153601500191
6,Forest,2012,0.056876800000000005,0.015946859529123926,0.04092994047087608
6,Forest,2013,0.05796684960000001,0.01745209011029359,0.04051475948970642
6,Forest,2014,0.058077312000000006,0.018153725944112117,0.03992358605588789
6,Forest,2015,0.05888408266666667,0.019156482546773164,0.03972760011989351
7,Forest,1971,0.12016939600000001,7.862206331815669e-5,0.12009077393668185
7,Forest,1972,0.1214294966,1.1343650663711569e-4,0.12131606009336289
7,Forest,1973,0.12353016540000002,9.06993498678843e-5,0.12343946605013213
7,Forest,1974,0.12618122880000002,4.4673773432590824e-5,0.12613655502656743
7,Forest,1975,0.1298162096,1.257380414099174e-5,0.12980363579585902
7,Forest,1976,0.1350742068,-5.0925553803538026e-5,0.13512513235380355
7,Forest,1977,0.142103635,-5.9520362114678926e-5,0.14216315536211468
7,Forest,1978,0.14952254480000002,-7.414483327278232e-6,0.1495299592833273
7,Forest,1979,0.1563748452,9.155997450904785e-5,0.15628328522549095
7,Forest,1980,0.162884351,1.3195827684506223e-4,0.16275239272315495
7,Forest,1981,0.168386366,1.9625581330406927e-4,0.16819011018669594
7,Forest,1982,0.172357388,2.1297490284463705e-4,0.17214441309715536
7,Forest,1983,0.1751098152,2.3085230329131234e-4,0.17487896289670868
7,Forest,1984,0.17809709580000002,2.042097421937894e-4,0.17789288605780623
7,Forest,1985,0.181032348,2.1639930215267e-4,0.18081594869784734
7,Forest,1986,0.18390067140000002,1.8262368093827086e-4,0.18371804771906175
7,Forest,1987,0.18774147500000002,1.3740220880642529e-4,0.1876040727911936
7,Forest,1988,0.19041686480000003,1.0795449939879354e-4,0.19030891030060124
7,Forest,1989,0.19335507780000002,2.789245775852711e-5,0.1933271853422415
7,Forest,1990,0.19655493580000002,3.448111804629783e-5,0.19652045468195373
7,Forest,1991,0.19974630340000002,1.0006979514765035e-4,0.19964623360485237
7,Forest,1992,0.20202298400000002,3.3325744830284276e-4,0.20168972655169717
7,Forest,1993,0.20533343880000002,6.350586751368292e-4,0.2046983801248632
7,Forest,1994,0.20811007480000002,8.416496865237821e-4,0.20726842511347623
7,Forest,1995,0.21030299660000001,0.001019855136345088,0.20928314146365493
7,Forest,1996,0.21190635500000002,0.0011448141302064507,0.21076154086979357
7,Forest,1997,0.21643629900000003,0.001052526044402674,0.21538377295559735
7,Forest,1998,0.2212906564,8.79223750845981e-4,0.22041143264915403
7,Forest,1999,0.22348065800000003,8.599626656550785e-4,0.22262069533434495
7,Forest,2000,0.22696716680000004,8.33208594939544e-4,0.2261339582050605
7,Forest,2001,0.235407007,7.029812869110141e-4,0.234704025713089
7,Forest,2002,0.2377454246,6.498920853611478e-4,0.23709553251463886
7,Forest,2003,0.23697890040000003,5.541428718446595e-4,0.23642475752815537
7,Forest,2004,0.23832445680000003,4.249024348711439e-4,0.23789955436512888
7,Forest,2005,0.2391736442,2.852892339680335e-4,0.23888835496603197
7,Forest,2006,0.233805949,2.521536725881568e-4,0.23355379532741186
7,Forest,2007,0.23049640000000002,1.0859134139129534e-4,0.23038780865860872
7,Forest,2008,0.231269,8.24395648754972e-5,0.2311865604351245
7,Forest,2009,0.23590100000000003,9.731837508522578e-5,0.2358036816249148
7,Forest,2010,0.24222320000000003,5.0510847800472325e-5,0.24217268915219956
7,Forest,2011,0.24856160000000002,-1.5866011158105486e-5,0.24857746601115813
7,Forest,2012,0.25506680000000004,4.345897347951544e-5,0.2550233410265205
7,Forest,2013,0.25755720000000004,6.535632713705608e-5,0.257491843672863
7,Forest,2014,0.2586605,5.686176282321265e-5,0.2586036382371768
7,Forest,2015,0.2559576666666667,6.931095467421766e-5,0.2558883557119925
8,Forest,1971,0.12645820000000002,1.2299143197266882e-4,0.12633520856802735
8,Forest,1972,0.12970620000000002,-3.519807364784078e-4,0.13005818073647843
8,Forest,1973,0.1284834,-0.001030659735463152,0.12951405973546315
8,Forest,1974,0.13239900000000002,-0.001467339749916835,0.13386633974991685
8,Forest,1975,0.13664900000000002,-0.0013899042908775139,0.13803890429087753
8,Forest,1976,0.1389332,-0.0013210954053822777,0.14025429540538228
8,Forest,1977,0.143718,-0.0014355800763900806,0.1451535800763901
8,Forest,1978,0.1517406,-0.0012484157694664655,0.15298901576946647
8,Forest,1979,0.1528084,-9.968821277193396e-4,0.15380528212771935
8,Forest,1980,0.1491952,-9.663052550311357e-4,0.15016150525503114
8,Forest,1981,0.1491618,-7.190685087666571e-4,0.14988086850876667
8,Forest,1982,0.1503278,-3.104879989199172e-4,0.15063828799891993
8,Forest,1983,0.1529474,-4.4284048050491354e-4,0.15339024048050492
8,Forest,1984,0.1594382,-5.929581641663795e-4,0.16003115816416638
8,Forest,1985,0.1722808,-4.3507552136134997e-4,0.17271587552136136
8,Forest,1986,0.17920740000000002,-5.738857662065389e-4,0.17978128576620656
8,Forest,1987,0.18329340000000002,-0.0010241704788724881,0.1843175704788725
8,Forest,1988,0.1819744,-8.637960549306156e-4,0.18283819605493062
